status_code,sub_code,sub_code_type,korean_status_name,korean_subcode_name,manual_source_file,section_title,page_reference,procedure_types_found,required_documents_listed,extraction_status,notes
FORDIASP,H-2-7,explicit_code,"외국국적동포 관련 [C-3-8,F-1,H-2,F-4,F-5]",,stay_manual_2026_05.pdf,"외국국적동포 관련 [C-3-8,F-1,H-2,F-4,F-5]",518-584,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;status_grant;visa_issuance;workplace_change_or_addition,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
REGIONAL,,see_subrows,지역특화형비자,,stay_manual_2026_05.pdf,지역특화형비자,585-654,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;status_grant;visa_issuance;workplace_change_or_addition,yes,EXTRACTED,15 subcode mentions; 16 doc blocks
REGIONAL,D-8-1,explicit_code,지역특화형비자,,stay_manual_2026_05.pdf,지역특화형비자,585-654,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;status_grant;visa_issuance;workplace_change_or_addition,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
REGIONAL,D-9-4,explicit_code,지역특화형비자,,stay_manual_2026_05.pdf,지역특화형비자,585-654,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;status_grant;visa_issuance;workplace_change_or_addition,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
REGIONAL,E-6-2,explicit_code,지역특화형비자,,stay_manual_2026_05.pdf,지역특화형비자,585-654,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;status_grant;visa_issuance;workplace_change_or_addition,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
REGIONAL,E-7-4,explicit_code,지역특화형비자,,stay_manual_2026_05.pdf,지역특화형비자,585-654,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;status_grant;visa_issuance;workplace_change_or_addition,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
REGIONAL,E-7-4R,explicit_code,지역특화형비자,,stay_manual_2026_05.pdf,지역특화형비자,585-654,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;status_grant;visa_issuance;workplace_change_or_addition,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
REGIONAL,F-1-11,explicit_code,지역특화형비자,,stay_manual_2026_05.pdf,지역특화형비자,585-654,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;status_grant;visa_issuance;workplace_change_or_addition,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
REGIONAL,F-2-R,explicit_code,지역특화형비자,,stay_manual_2026_05.pdf,지역특화형비자,585-654,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;status_grant;visa_issuance;workplace_change_or_addition,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
REGIONAL,F-3-1R,explicit_code,지역특화형비자,,stay_manual_2026_05.pdf,지역특화형비자,585-654,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;status_grant;visa_issuance;workplace_change_or_addition,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
REGIONAL,F-3-2R,explicit_code,지역특화형비자,,stay_manual_2026_05.pdf,지역특화형비자,585-654,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;status_grant;visa_issuance;workplace_change_or_addition,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
REGIONAL,F-3-3R,explicit_code,지역특화형비자,,stay_manual_2026_05.pdf,지역특화형비자,585-654,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;status_grant;visa_issuance;workplace_change_or_addition,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
REGIONAL,F-4-R,explicit_code,지역특화형비자,,stay_manual_2026_05.pdf,지역특화형비자,585-654,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;status_grant;visa_issuance;workplace_change_or_addition,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
REGIONAL,F-5-2,explicit_code,지역특화형비자,,stay_manual_2026_05.pdf,지역특화형비자,585-654,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;status_grant;visa_issuance;workplace_change_or_addition,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
REGIONAL,F-5-3,explicit_code,지역특화형비자,,stay_manual_2026_05.pdf,지역특화형비자,585-654,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;status_grant;visa_issuance;workplace_change_or_addition,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
REGIONAL,F-5-6,explicit_code,지역특화형비자,,stay_manual_2026_05.pdf,지역특화형비자,585-654,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;status_grant;visa_issuance;workplace_change_or_addition,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
REGIONAL,F-5-6R,explicit_code,지역특화형비자,,stay_manual_2026_05.pdf,지역특화형비자,585-654,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;status_grant;visa_issuance;workplace_change_or_addition,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
YOUTH,,see_subrows,국내 성장기반 외국인 청소년 취업·정주 체류제도,,stay_manual_2026_05.pdf,국내 성장기반 외국인 청소년 취업·정주 체류제도,655-669,activity_outside_status;change_of_status;extension;registration;reporting_duty;visa_issuance,yes,EXTRACTED,4 subcode mentions; 7 doc blocks
YOUTH,D-10-1,explicit_code,국내 성장기반 외국인 청소년 취업·정주 체류제도,,stay_manual_2026_05.pdf,국내 성장기반 외국인 청소년 취업·정주 체류제도,655-669,activity_outside_status;change_of_status;extension;registration;reporting_duty;visa_issuance,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
YOUTH,E-7-Y,explicit_code,국내 성장기반 외국인 청소년 취업·정주 체류제도,,stay_manual_2026_05.pdf,국내 성장기반 외국인 청소년 취업·정주 체류제도,655-669,activity_outside_status;change_of_status;extension;registration;reporting_duty;visa_issuance,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
YOUTH,F-2-R,explicit_code,국내 성장기반 외국인 청소년 취업·정주 체류제도,,stay_manual_2026_05.pdf,국내 성장기반 외국인 청소년 취업·정주 체류제도,655-669,activity_outside_status;change_of_status;extension;registration;reporting_duty;visa_issuance,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
YOUTH,F-5-3,explicit_code,국내 성장기반 외국인 청소년 취업·정주 체류제도,,stay_manual_2026_05.pdf,국내 성장기반 외국인 청소년 취업·정주 체류제도,655-669,activity_outside_status;change_of_status;extension;registration;reporting_duty;visa_issuance,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
TOPTIER,,see_subrows,"탑티어(Top-Tier) 비자 [D-10-T,E-7-T,F-2-T,F-5-T]",,stay_manual_2026_05.pdf,"탑티어(Top-Tier) 비자 [D-10-T,E-7-T,F-2-T,F-5-T]",670-685,change_of_status;extension;registration;reporting_duty;visa_issuance;workplace_change_or_addition,yes,EXTRACTED,5 subcode mentions; 10 doc blocks
TOPTIER,D-10-T,explicit_code,"탑티어(Top-Tier) 비자 [D-10-T,E-7-T,F-2-T,F-5-T]",,stay_manual_2026_05.pdf,"탑티어(Top-Tier) 비자 [D-10-T,E-7-T,F-2-T,F-5-T]",670-685,change_of_status;extension;registration;reporting_duty;visa_issuance;workplace_change_or_addition,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
TOPTIER,E-7-1,explicit_code,"탑티어(Top-Tier) 비자 [D-10-T,E-7-T,F-2-T,F-5-T]",,stay_manual_2026_05.pdf,"탑티어(Top-Tier) 비자 [D-10-T,E-7-T,F-2-T,F-5-T]",670-685,change_of_status;extension;registration;reporting_duty;visa_issuance;workplace_change_or_addition,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
TOPTIER,E-7-T,explicit_code,"탑티어(Top-Tier) 비자 [D-10-T,E-7-T,F-2-T,F-5-T]",,stay_manual_2026_05.pdf,"탑티어(Top-Tier) 비자 [D-10-T,E-7-T,F-2-T,F-5-T]",670-685,change_of_status;extension;registration;reporting_duty;visa_issuance;workplace_change_or_addition,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
TOPTIER,F-2-T,explicit_code,"탑티어(Top-Tier) 비자 [D-10-T,E-7-T,F-2-T,F-5-T]",,stay_manual_2026_05.pdf,"탑티어(Top-Tier) 비자 [D-10-T,E-7-T,F-2-T,F-5-T]",670-685,change_of_status;extension;registration;reporting_duty;visa_issuance;workplace_change_or_addition,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
TOPTIER,F-5-T,explicit_code,"탑티어(Top-Tier) 비자 [D-10-T,E-7-T,F-2-T,F-5-T]",,stay_manual_2026_05.pdf,"탑티어(Top-Tier) 비자 [D-10-T,E-7-T,F-2-T,F-5-T]",670-685,change_of_status;extension;registration;reporting_duty;visa_issuance;workplace_change_or_addition,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
METRO,,see_subrows,광역형 비자 시범사업,,stay_manual_2026_05.pdf,광역형 비자 시범사업,686-748,activity_outside_status;change_of_status;extension;registration;reporting_duty;visa_issuance;workplace_change_or_addition,yes,EXTRACTED,5 subcode mentions; 6 doc blocks
METRO,D-2-5,explicit_code,광역형 비자 시범사업,,stay_manual_2026_05.pdf,광역형 비자 시범사업,686-748,activity_outside_status;change_of_status;extension;registration;reporting_duty;visa_issuance;workplace_change_or_addition,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
METRO,E-7-1,explicit_code,광역형 비자 시범사업,,stay_manual_2026_05.pdf,광역형 비자 시범사업,686-748,activity_outside_status;change_of_status;extension;registration;reporting_duty;visa_issuance;workplace_change_or_addition,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
METRO,E-7-2,explicit_code,광역형 비자 시범사업,,stay_manual_2026_05.pdf,광역형 비자 시범사업,686-748,activity_outside_status;change_of_status;extension;registration;reporting_duty;visa_issuance;workplace_change_or_addition,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
METRO,E-7-3,explicit_code,광역형 비자 시범사업,,stay_manual_2026_05.pdf,광역형 비자 시범사업,686-748,activity_outside_status;change_of_status;extension;registration;reporting_duty;visa_issuance;workplace_change_or_addition,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
METRO,F-2-R,explicit_code,광역형 비자 시범사업,,stay_manual_2026_05.pdf,광역형 비자 시범사업,686-748,activity_outside_status;change_of_status;extension;registration;reporting_duty;visa_issuance;workplace_change_or_addition,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
K-STAR,,see_subrows,K-STAR 비자트랙 제도,,stay_manual_2026_05.pdf,K-STAR 비자트랙 제도,749-777,change_of_status;extension;registration;reporting_duty;status_grant;visa_issuance,yes,EXTRACTED,6 subcode mentions; 1 doc blocks
K-STAR,F-2-7,explicit_code,K-STAR 비자트랙 제도,,stay_manual_2026_05.pdf,K-STAR 비자트랙 제도,749-777,change_of_status;extension;registration;reporting_duty;status_grant;visa_issuance,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
K-STAR,F-2-71,explicit_code,K-STAR 비자트랙 제도,,stay_manual_2026_05.pdf,K-STAR 비자트랙 제도,749-777,change_of_status;extension;registration;reporting_duty;status_grant;visa_issuance,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
K-STAR,F-2-7S,explicit_code,K-STAR 비자트랙 제도,,stay_manual_2026_05.pdf,K-STAR 비자트랙 제도,749-777,change_of_status;extension;registration;reporting_duty;status_grant;visa_issuance,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
K-STAR,F-5-18,explicit_code,K-STAR 비자트랙 제도,,stay_manual_2026_05.pdf,K-STAR 비자트랙 제도,749-777,change_of_status;extension;registration;reporting_duty;status_grant;visa_issuance,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
K-STAR,F-5-S1,explicit_code,K-STAR 비자트랙 제도,,stay_manual_2026_05.pdf,K-STAR 비자트랙 제도,749-777,change_of_status;extension;registration;reporting_duty;status_grant;visa_issuance,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
K-STAR,F-5-S2,explicit_code,K-STAR 비자트랙 제도,,stay_manual_2026_05.pdf,K-STAR 비자트랙 제도,749-777,change_of_status;extension;registration;reporting_duty;status_grant;visa_issuance,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
